NAICSCode,naics_lvl_1,naics_lvl_2,naics_lvl_3,naics_lvl_4,naics_lvl_5
315110,Manufacturing,Apparel Manufacturing,Apparel Knitting Mills,Hosiery and Sock Mills,Hosiery and Sock Mills
315190,Manufacturing,Apparel Manufacturing,Apparel Knitting Mills,Other Apparel Knitting Mills,Other Apparel Knitting Mills
315210,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Cut and Sew Apparel Contractors,Cut and Sew Apparel Contractors
315220,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Men’s and Boys’ Cut and Sew Apparel Manufacturing,Men’s and Boys’ Cut and Sew Apparel Manufacturing
315240,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing","Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing"
315280,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Other Cut and Sew Apparel Manufacturing,Other Cut and Sew Apparel Manufacturing
315990,Manufacturing,Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing
316110,Manufacturing,Leather and Allied Product Manufacturing,Leather and Hide Tanning and Finishing,Leather and Hide Tanning and Finishing,Leather and Hide Tanning and Finishing
316210,Manufacturing,Leather and Allied Product Manufacturing,Footwear Manufacturing,Footwear Manufacturing,Footwear Manufacturing
316992,Manufacturing,Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,Women's Handbag and Purse Manufacturing
316998,Manufacturing,Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,All Other Leather Good and Allied Product Manufacturing
321113,Manufacturing,Wood Product Manufacturing,Sawmills and Wood Preservation,Sawmills and Wood Preservation,Sawmills
321114,Manufacturing,Wood Product Manufacturing,Sawmills and Wood Preservation,Sawmills and Wood Preservation,Wood Preservation
321211,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing",Hardwood Veneer and Plywood Manufacturing
321212,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing",Softwood Veneer and Plywood Manufacturing
321213,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing",Engineered Wood Member (except Truss) Manufacturing
321214,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing",Truss Manufacturing
321219,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing",Reconstituted Wood Product Manufacturing
321911,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,Millwork,Wood Window and Door Manufacturing
321912,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,Millwork,"Cut Stock, Resawing Lumber, and Planing"
321918,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,Millwork,Other Millwork (including Flooring)
321920,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,Wood Container and Pallet Manufacturing,Wood Container and Pallet Manufacturing
321991,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,All Other Wood Product Manufacturing,Manufactured Home (Mobile Home) Manufacturing
321992,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,All Other Wood Product Manufacturing,Prefabricated Wood Building Manufacturing
321999,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,All Other Wood Product Manufacturing,All Other Miscellaneous Wood Product Manufacturing
322110,Manufacturing,Paper Manufacturing,"Pulp, Paper, and Paperboard Mills",Pulp Mills,Pulp Mills
322121,Manufacturing,Paper Manufacturing,"Pulp, Paper, and Paperboard Mills",Paper Mills,Paper (except Newsprint) Mills
322122,Manufacturing,Paper Manufacturing,"Pulp, Paper, and Paperboard Mills",Paper Mills,Newsprint Mills
322130,Manufacturing,Paper Manufacturing,"Pulp, Paper, and Paperboard Mills",Paperboard Mills,Paperboard Mills
322211,Manufacturing,Paper Manufacturing,Converted Paper Product Manufacturing,Paperboard Container Manufacturing,Corrugated and Solid Fiber Box Manufacturing
322212,Manufacturing,Paper Manufacturing,Converted Paper Product Manufacturing,Paperboard Container Manufacturing,Folding Paperboard Box Manufacturing
322219,Manufacturing,Paper Manufacturing,Converted Paper Product Manufacturing,Paperboard Container Manufacturing,Other Paperboard Container Manufacturing
322220,Manufacturing,Paper Manufacturing,Converted Paper Product Manufacturing,Paper Bag and Coated and Treated Paper Manufacturing,Paper Bag and Coated and Treated Paper Manufacturing
322230,Manufacturing,Paper Manufacturing,Converted Paper Product Manufacturing,Stationery Product Manufacturing,Stationery Product Manufacturing
322291,Manufacturing,Paper Manufacturing,Converted Paper Product Manufacturing,Other Converted Paper Product Manufacturing,Sanitary Paper Product Manufacturing
322299,Manufacturing,Paper Manufacturing,Converted Paper Product Manufacturing,Other Converted Paper Product Manufacturing,All Other Converted Paper Product Manufacturing
323111,Manufacturing,Printing and Related Support Activities,Printing and Related Support Activities,Printing,Commercial Printing (except Screen and Books)
323113,Manufacturing,Printing and Related Support Activities,Printing and Related Support Activities,Printing,Commercial Screen Printing
323117,Manufacturing,Printing and Related Support Activities,Printing and Related Support Activities,Printing,Books Printing
323120,Manufacturing,Printing and Related Support Activities,Printing and Related Support Activities,Support Activities for Printing,Support Activities for Printing
324110,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum Refineries,Petroleum Refineries
324121,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",Asphalt Paving Mixture and Block Manufacturing
324122,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",Asphalt Shingle and Coating Materials Manufacturing
324191,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,Other Petroleum and Coal Products Manufacturing,Petroleum Lubricating Oil and Grease Manufacturing
324199,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,Other Petroleum and Coal Products Manufacturing,All Other Petroleum and Coal Products Manufacturing
325110,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Petrochemical Manufacturing,Petrochemical Manufacturing
325120,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Industrial Gas Manufacturing,Industrial Gas Manufacturing
325130,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Synthetic Dye and Pigment Manufacturing,Synthetic Dye and Pigment Manufacturing
325180,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing
325193,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Organic Chemical Manufacturing,Ethyl Alcohol Manufacturing
325194,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Organic Chemical Manufacturing,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing"
325199,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Organic Chemical Manufacturing,All Other Basic Organic Chemical Manufacturing
325211,Manufacturing,Chemical Manufacturing,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Resin and Synthetic Rubber Manufacturing,Plastics Material and Resin Manufacturing
325212,Manufacturing,Chemical Manufacturing,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Resin and Synthetic Rubber Manufacturing,Synthetic Rubber Manufacturing
325220,Manufacturing,Chemical Manufacturing,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Artificial and Synthetic Fibers and Filaments Manufacturing,Artificial and Synthetic Fibers and Filaments Manufacturing
325311,Manufacturing,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Fertilizer Manufacturing,Nitrogenous Fertilizer Manufacturing
325312,Manufacturing,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Fertilizer Manufacturing,Phosphatic Fertilizer Manufacturing
325314,Manufacturing,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Fertilizer Manufacturing,Fertilizer (Mixing Only) Manufacturing
325320,Manufacturing,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Pesticide and Other Agricultural Chemical Manufacturing,Pesticide and Other Agricultural Chemical Manufacturing
325411,Manufacturing,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing,Medicinal and Botanical Manufacturing
325412,Manufacturing,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical Preparation Manufacturing
325413,Manufacturing,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing,In-Vitro Diagnostic Substance Manufacturing
325414,Manufacturing,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing,Biological Product (except Diagnostic) Manufacturing
325510,Manufacturing,Chemical Manufacturing,"Paint, Coating, and Adhesive Manufacturing",Paint and Coating Manufacturing,Paint and Coating Manufacturing
325520,Manufacturing,Chemical Manufacturing,"Paint, Coating, and Adhesive Manufacturing",Adhesive Manufacturing,Adhesive Manufacturing
325611,Manufacturing,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Soap and Cleaning Compound Manufacturing,Soap and Other Detergent Manufacturing
325612,Manufacturing,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Soap and Cleaning Compound Manufacturing,Polish and Other Sanitation Good Manufacturing
325613,Manufacturing,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Soap and Cleaning Compound Manufacturing,Surface Active Agent Manufacturing
325620,Manufacturing,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Toilet Preparation Manufacturing,Toilet Preparation Manufacturing
325910,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,Printing Ink Manufacturing,Printing Ink Manufacturing
325920,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,Explosives Manufacturing,Explosives Manufacturing
325991,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing,Custom Compounding of Purchased Resins
325992,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing,"Photographic Film, Paper, Plate, and Chemical Manufacturing"
325998,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing,All Other Miscellaneous Chemical Product and Preparation Manufacturing
326111,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,Plastics Bag and Pouch Manufacturing
326112,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326113,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
326121,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",Unlaminated Plastics Profile Shape Manufacturing
326122,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",Plastics Pipe and Pipe Fitting Manufacturing
326130,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
